52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
61260 info lifecycle grunt-mocha@0.4.13~postinstall: grunt-mocha@0.4.13
61261 silly lifecycle grunt-mocha@0.4.13~postinstall: no script for postinstall, continuing
61262 silly postinstall end-of-stream@1.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/end-of-stream-fece78f2680bf878082fddad84bef6a8
61263 info lifecycle end-of-stream@1.1.0~postinstall: end-of-stream@1.1.0
61264 silly lifecycle end-of-stream@1.1.0~postinstall: no script for postinstall, continuing
61265 silly postinstall end-of-stream@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/end-of-stream-3a9b108877368472754c6808e46f8f70
61266 info lifecycle end-of-stream@1.0.0~postinstall: end-of-stream@1.0.0
61267 silly lifecycle end-of-stream@1.0.0~postinstall: no script for postinstall, continuing
61268 silly postinstall duplexify@3.4.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/duplexify-48fa786856de4b2452e87f20a838b659
61269 info lifecycle duplexify@3.4.2~postinstall: duplexify@3.4.2
61270 silly lifecycle duplexify@3.4.2~postinstall: no script for postinstall, continuing
61271 silly postinstall got@5.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/got-51f3a9ab1e42dd9235391d548595d238
61272 info lifecycle got@5.1.0~postinstall: got@5.1.0
61273 silly lifecycle got@5.1.0~postinstall: no script for postinstall, continuing
61274 silly postinstall inflight@1.0.4 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/inflight-8cf55cc08bdf8639646f8df4dd188a8b
61275 info lifecycle inflight@1.0.4~postinstall: inflight@1.0.4
61276 silly lifecycle inflight@1.0.4~postinstall: no script for postinstall, continuing
61277 silly postinstall glob@4.5.3 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/glob-cda36e8644b218a2a9a758c4d564a1db
61278 info lifecycle glob@4.5.3~postinstall: glob@4.5.3
61279 silly lifecycle glob@4.5.3~postinstall: no script for postinstall, continuing
61280 silly postinstall glob@5.0.15 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/glob-317e4e4e349d6c98df91d4002f9ca897
61281 info lifecycle glob@5.0.15~postinstall: glob@5.0.15
61282 silly lifecycle glob@5.0.15~postinstall: no script for postinstall, continuing
61283 silly postinstall xtend@4.0.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/xtend-d5b83d79492b6756f6e98bf7cee1067d
61284 info lifecycle xtend@4.0.1~postinstall: xtend@4.0.1
61285 silly lifecycle xtend@4.0.1~postinstall: no script for postinstall, continuing
61286 silly postinstall through2@2.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/through2-6705c6935e396ed1961504fe5d62e188
61287 info lifecycle through2@2.0.0~postinstall: through2@2.0.0
61288 silly lifecycle through2@2.0.0~postinstall: no script for postinstall, continuing
61289 silly postinstall through2-filter@2.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/through2-filter-afe7c3b70c5c5d7173f8c6e9b5031bc5
61290 info lifecycle through2-filter@2.0.0~postinstall: through2-filter@2.0.0
61291 silly lifecycle through2-filter@2.0.0~postinstall: no script for postinstall, continuing
61292 silly postinstall unique-stream@2.2.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/unique-stream-519e74ec1fa698af5359bdf38c7fcc4e
61293 info lifecycle unique-stream@2.2.0~postinstall: unique-stream@2.2.0
61294 silly lifecycle unique-stream@2.2.0~postinstall: no script for postinstall, continuing
61295 silly postinstall through2@0.6.5 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/through2-d8f96e8d6a0571787d6e2e4cbb48a18d
61296 info lifecycle through2@0.6.5~postinstall: through2@0.6.5
61297 silly lifecycle through2@0.6.5~postinstall: no script for postinstall, continuing
61298 silly postinstall merge-stream@0.1.8 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/merge-stream-6fa65f1ad26320f55ff4ad7bcbe7f7db
61299 info lifecycle merge-stream@0.1.8~postinstall: merge-stream@0.1.8
61300 silly lifecycle merge-stream@0.1.8~postinstall: no script for postinstall, continuing
61301 silly postinstall glob-stream@4.1.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/glob-stream-cf11df3d56b877a2a02f264bef84c773
61302 info lifecycle glob-stream@4.1.1~postinstall: glob-stream@4.1.1
61303 silly lifecycle glob-stream@4.1.1~postinstall: no script for postinstall, continuing
61304 silly postinstall vinyl-fs@1.0.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/vinyl-fs-f8e9bb587769c19bd7f61bd85056b663
61305 info lifecycle vinyl-fs@1.0.0~postinstall: vinyl-fs@1.0.0
61306 silly lifecycle vinyl-fs@1.0.0~postinstall: no script for postinstall, continuing
61307 silly postinstall glob-stream@5.2.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/glob-stream-25fa6bdf7790741b72a42ec33606a8ee
61308 info lifecycle glob-stream@5.2.0~postinstall: glob-stream@5.2.0
61309 silly lifecycle glob-stream@5.2.0~postinstall: no script for postinstall, continuing
61310 silly postinstall tar-stream@1.3.1 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/tar-stream-74183d7eed531bf85451385d1b17190a
61311 info lifecycle tar-stream@1.3.1~postinstall: tar-stream@1.3.1
61312 silly lifecycle tar-stream@1.3.1~postinstall: no script for postinstall, continuing
61313 silly postinstall decompress-targz@3.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/decompress-targz-4233456050a1c6bbffa76d32af0608d6
61314 info lifecycle decompress-targz@3.1.0~postinstall: decompress-targz@3.1.0
61315 silly lifecycle decompress-targz@3.1.0~postinstall: no script for postinstall, continuing
61316 silly postinstall decompress-tarbz2@3.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/decompress-tarbz2-3be0bea6fadc0639aafd276b9ec2b1b6
61317 info lifecycle decompress-tarbz2@3.1.0~postinstall: decompress-tarbz2@3.1.0
61318 silly lifecycle decompress-tarbz2@3.1.0~postinstall: no script for postinstall, continuing
61319 silly postinstall decompress-tar@3.1.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/decompress-tar-7d56a0c02998c8395de505107949c7f4
61320 info lifecycle decompress-tar@3.1.0~postinstall: decompress-tar@3.1.0
61321 silly lifecycle decompress-tar@3.1.0~postinstall: no script for postinstall, continuing
61322 silly postinstall is-my-json-valid@2.12.3 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/is-my-json-valid-8cf91fa04e0d5c6c96da2c6b4bed9e19
61323 info lifecycle is-my-json-valid@2.12.3~postinstall: is-my-json-valid@2.12.3
61324 silly lifecycle is-my-json-valid@2.12.3~postinstall: no script for postinstall, continuing
61325 silly postinstall har-validator@2.0.2 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/har-validator-a222dff638af59ace904b1082490a4f2
61326 info lifecycle har-validator@2.0.2~postinstall: har-validator@2.0.2
61327 silly lifecycle har-validator@2.0.2~postinstall: no script for postinstall, continuing
61328 silly postinstall request@2.67.0 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/request-6e4557780362ec81c3101703e78fa598
61329 info lifecycle request@2.67.0~postinstall: request@2.67.0
61330 silly lifecycle request@2.67.0~postinstall: no script for postinstall, continuing
61331 silly postinstall node-sass@1.2.3 /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging/node-sass-522c335faac2f73a7627195f1f58ac3a
61332 info lifecycle node-sass@1.2.3~postinstall: node-sass@1.2.3
61333 verbose lifecycle node-sass@1.2.3~postinstall: unsafe-perm in lifecycle true
61334 verbose lifecycle node-sass@1.2.3~postinstall: PATH: /usr/local/lib/node_modules/npm/bin/node-gyp-bin:/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/node-sass/node_modules/.bin:/Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.bin:/usr/local/bin:/Users/user/.rvm/gems/ruby-2.1.0/bin:/Users/user/.rvm/gems/ruby-2.1.0@global/bin:/Users/user/.rvm/rubies/ruby-2.1.0/bin:/usr/local/mysql/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/opt/X11/bin:/Users/user/.rvm/bin
61335 verbose lifecycle node-sass@1.2.3~postinstall: CWD: /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/node-sass
61336 silly lifecycle node-sass@1.2.3~postinstall: Args: [ '-c', 'node scripts/build.js' ]
61337 silly lifecycle node-sass@1.2.3~postinstall: Returned: code: 1  signal: null
61338 info lifecycle node-sass@1.2.3~postinstall: Failed to exec postinstall script
61339 verbose unlock done using /Users/user/.npm/_locks/staging-74b5441b40e44cbb.lock for /Users/user/Documents/coding/Projects/JS/Brewbeck_v2/node_modules/.staging
61340 silly rollbackFailedOptional Starting
61341 silly rollbackFailedOptional Finishing
61342 silly runTopLevelLifecycles Starting
61343 silly runTopLevelLifecycles Finishing
61344 silly install printInstalled
61345 warn brewbeck@0.0.0 No repository field.
61346 warn brewbeck@0.0.0 No license field.
61347 warn In dom-serializer@0.1.0 replacing bundled version of domelementtype with domelementtype@1.1.3
61348 warn In dom-serializer@0.1.0 replacing bundled version of entities with entities@1.1.1
61349 warn In array-union@0.1.0 replacing bundled version of array-uniq with array-uniq@0.1.1
61350 warn In multimatch@0.3.0 replacing bundled version of minimatch with minimatch@0.3.0
61351 warn In multimatch@0.3.0 replacing bundled version of array-differ with array-differ@0.1.0
61352 warn In merge-stream@1.0.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61353 warn In through2-filter@2.0.0 replacing bundled version of through2 with through2@2.0.0
61354 warn In through2-filter@2.0.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61355 warn In clap@1.0.9 replacing bundled version of chalk with chalk@1.1.1
61356 warn In clap@1.0.9 replacing bundled version of has-ansi with has-ansi@2.0.0
61357 warn In clap@1.0.9 replacing bundled version of ansi-styles with ansi-styles@2.1.0
61358 warn In clap@1.0.9 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61359 warn In clap@1.0.9 replacing bundled version of supports-color with supports-color@2.0.0
61360 warn In clap@1.0.9 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61361 warn In log-symbols@1.0.2 replacing bundled version of chalk with chalk@1.1.1
61362 warn In log-symbols@1.0.2 replacing bundled version of ansi-styles with ansi-styles@2.1.0
61363 warn In log-symbols@1.0.2 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61364 warn In log-symbols@1.0.2 replacing bundled version of supports-color with supports-color@2.0.0
61365 warn In log-symbols@1.0.2 replacing bundled version of has-ansi with has-ansi@2.0.0
61366 warn In log-symbols@1.0.2 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61367 warn In camelcase-keys@2.0.0 replacing bundled version of camelcase with camelcase@2.0.1
61368 warn In string-length@1.0.1 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61369 warn In string-length@1.0.1 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61370 warn In vinyl-assign@1.2.1 replacing bundled version of object-assign with object-assign@4.0.1
61371 warn In vinyl-assign@1.2.1 replacing bundled version of readable-stream with readable-stream@2.0.4
61372 warn In find-up@1.1.0 replacing bundled version of pinkie-promise with pinkie-promise@2.0.0
61373 warn In find-up@1.1.0 replacing bundled version of path-exists with path-exists@2.1.0
61374 warn In find-up@1.1.0 replacing bundled version of pinkie with pinkie@2.0.1
61375 warn In meow@2.1.0 replacing bundled version of object-assign with object-assign@2.1.1
61376 warn In path-type@1.1.0 replacing bundled version of pinkie-promise with pinkie-promise@2.0.0
61377 warn In path-type@1.1.0 replacing bundled version of graceful-fs with graceful-fs@4.1.2
61378 warn In path-type@1.1.0 replacing bundled version of pinkie with pinkie@2.0.1
61379 warn In load-json-file@1.1.0 replacing bundled version of pinkie-promise with pinkie-promise@2.0.0
61380 warn In load-json-file@1.1.0 replacing bundled version of graceful-fs with graceful-fs@4.1.2
61381 warn In load-json-file@1.1.0 replacing bundled version of pinkie with pinkie@2.0.1
61382 warn In sum-up@1.0.2 replacing bundled version of chalk with chalk@1.1.1
61383 warn In sum-up@1.0.2 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61384 warn In sum-up@1.0.2 replacing bundled version of has-ansi with has-ansi@2.0.0
61385 warn In sum-up@1.0.2 replacing bundled version of supports-color with supports-color@2.0.0
61386 warn In sum-up@1.0.2 replacing bundled version of ansi-styles with ansi-styles@2.1.0
61387 warn In sum-up@1.0.2 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61388 warn In time-grunt@1.2.2 replacing bundled version of chalk with chalk@1.1.1
61389 warn In time-grunt@1.2.2 replacing bundled version of ansi-styles with ansi-styles@2.1.0
61390 warn In time-grunt@1.2.2 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61391 warn In time-grunt@1.2.2 replacing bundled version of has-ansi with has-ansi@2.0.0
61392 warn In time-grunt@1.2.2 replacing bundled version of supports-color with supports-color@2.0.0
61393 warn In time-grunt@1.2.2 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61394 warn In caw@1.1.0 replacing bundled version of object-assign with object-assign@3.0.0
61395 warn In read-all-stream@3.0.1 replacing bundled version of readable-stream with readable-stream@2.0.4
61396 warn In concat-stream@1.5.1 replacing bundled version of readable-stream with readable-stream@2.0.4
61397 warn In duplexer2@0.1.4 replacing bundled version of readable-stream with readable-stream@2.0.4
61398 warn In ordered-read-streams@0.3.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61399 warn In squeak@1.3.0 replacing bundled version of chalk with chalk@1.1.1
61400 warn In squeak@1.3.0 replacing bundled version of has-ansi with has-ansi@2.0.0
61401 warn In squeak@1.3.0 replacing bundled version of ansi-styles with ansi-styles@2.1.0
61402 warn In squeak@1.3.0 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61403 warn In squeak@1.3.0 replacing bundled version of supports-color with supports-color@2.0.0
61404 warn In squeak@1.3.0 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61405 warn In maxmin@1.1.0 replacing bundled version of chalk with chalk@1.1.1
61406 warn In fancy-log@1.1.0 replacing bundled version of chalk with chalk@1.1.1
61407 warn In fancy-log@1.1.0 replacing bundled version of dateformat with dateformat@1.0.12
61408 warn In fancy-log@1.1.0 replacing bundled version of supports-color with supports-color@2.0.0
61409 warn In fancy-log@1.1.0 replacing bundled version of has-ansi with has-ansi@2.0.0
61410 warn In fancy-log@1.1.0 replacing bundled version of ansi-styles with ansi-styles@2.1.0
61411 warn In fancy-log@1.1.0 replacing bundled version of strip-ansi with strip-ansi@3.0.0
61412 warn In fancy-log@1.1.0 replacing bundled version of ansi-regex with ansi-regex@2.0.0
61413 warn In meow@3.6.0 replacing bundled version of object-assign with object-assign@4.0.1
61414 warn In buffer-to-vinyl@1.1.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61415 warn In got@5.1.0 replacing bundled version of object-assign with object-assign@4.0.1
61416 warn In glob-stream@5.2.0 replacing bundled version of glob with glob@5.0.15
61417 warn In glob-stream@5.2.0 replacing bundled version of minimatch with minimatch@2.0.10
61418 warn In decompress-tar@3.1.0 replacing bundled version of vinyl with vinyl@0.4.6
61419 warn In decompress-tar@3.1.0 replacing bundled version of clone with clone@0.2.0
61420 warn In decompress-targz@3.1.0 replacing bundled version of vinyl with vinyl@0.4.6
61421 warn In decompress-targz@3.1.0 replacing bundled version of clone with clone@0.2.0
61422 warn In decompress-tarbz2@3.1.0 replacing bundled version of vinyl with vinyl@0.4.6
61423 warn In decompress-tarbz2@3.1.0 replacing bundled version of clone with clone@0.2.0
61424 warn In imagemin-svgo@4.2.0 replacing bundled version of through2 with through2@2.0.0
61425 warn In imagemin-svgo@4.2.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61426 warn In gulp-sourcemaps@1.6.0 replacing bundled version of through2 with through2@2.0.0
61427 warn In gulp-sourcemaps@1.6.0 replacing bundled version of graceful-fs with graceful-fs@4.1.2
61428 warn In gulp-sourcemaps@1.6.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61429 warn In gulp-decompress@1.2.0 replacing bundled version of readable-stream with readable-stream@2.0.4
61430 warn In download@4.4.3 replacing bundled version of object-assign with object-assign@4.0.1
61431 warn In download@4.4.3 replacing bundled version of vinyl-fs with vinyl-fs@2.2.1
61432 warn In download@4.4.3 replacing bundled version of readable-stream with readable-stream@2.0.4
61433 warn In download@4.4.3 replacing bundled version of graceful-fs with graceful-fs@4.1.2
61434 warn In download@4.4.3 replacing bundled version of through2 with through2@2.0.0
